id	name
dvp_033_event_0	post-Vietnam
dvp_033_event_1	the Vietnam War
dvp_033_event_2	World War II
dvp_033_event_3	World War II
dvp_033_event_4	Cold War
dvp_033_event_5	Cold War
dvp_033_event_6	the Cold War
dvp_033_event_7	Cold War
dvp_033_event_8	the Cold War
dvp_033_event_9	the Korean War
dvp_033_event_10	the Cold War
dvp_033_event_11	the Great Depression
dvp_033_event_12	Depression raisin cake
dvp_033_event_13	the Vietnam War
dvp_033_event_14	the Cold War
dvp_033_event_15	the Vietnam War
dvp_033_event_16	the Vietnam War
dvp_033_event_17	World War II
dvp_033_event_18	the Tet Offensive
dvp_033_event_19	’3
dvp_033_event_20	World War II
dvp_033_event_21	the Tet Offensive
dvp_033_event_22	the Vietnam War]
dvp_033_event_23	the Viet Cong
dvp_033_event_24	the Viet Cong
dvp_033_event_25	the Viet Cong
dvp_033_event_26	CORDS
dvp_033_event_27	the Viet Cong
dvp_033_event_28	the Viet Cong
dvp_033_event_29	World War II
dvp_033_event_30	the Vietnam War
dvp_033_event_31	the Vietnam War
